accepted_name,registro_dep
Matucana haynei,Lima
Matucana haynei,Áncash
Matucana haynei subsp. hystrix,Arequipa
Matucana haynei subsp. hystrix,Ayacucho
Matucana haynei,Amazonas
Matucana haynei,Cajamarca
Matucana haynei,La Libertad
Matucana huagalensis,Cajamarca
Matucana hystrix,Ayacucho
Matucana intertexta,Cajamarca
Matucana krahnii,Amazonas
Matucana madisoniorum,Amazonas
Matucana oreodoxa,Áncash
Matucana paucicostata,Áncash
Matucana polzii,Sin_datos
Matucana pujupatii,Cajamarca
Matucana ritteri,Lima
Matucana tuberculata,La Libertad
Matucana weberbaueri,Amazonas
Matucana mirabilis,Lima
Melocactus bellavistensis,Amazonas
Melocactus bellavistensis,Cajamarca
Melocactus bellavistensis,La Libertad
Mila caespitosa,Lima
Mila colorea,Áncash
Mila nealeana,Lima
Neoraimondia arequipensis,Arequipa
Neoraimondia arequipensis,Ica
Neoraimondia arequipensis,Lima
Neoraimondia arequipensis,Ayacucho
Neoraimondia arequipensis,Cajamarca
Neoraimondia arequipensis,Huancavelica
Neoraimondia arequipensis,Ica
Neoraimondia arequipensis,La Libertad
Neoraimondia arequipensis,Lima
Neowerdermannia chilensis,Moquegua
Neowerdermannia chilensis,Tacna
Opuntia apurimacensis,Apurímac
Opuntia blancii,Áncash
Opuntia corotilla,Arequipa
Opuntia crassicylindrica,Áncash
Opuntia fulvicoma,Áncash
Opuntia hirschii,Áncash
Opuntia mistiensis,Arequipa
Opuntia punta-caillan,Áncash
Cumulopuntia pyrrhacantha,Tacna
Opuntia staffordae,Arequipa
Opuntia unguispina,Arequipa
Opuntia yanganucensis,Áncash
Opuntia zehnderi,Ayacucho
Oreocereus doelzianus,Ayacucho
Oreocereus doelzianus,Huancavelica
Oreocereus ritteri,Ayacucho
Oreocereus tacnaensis,Tacna
Oroya borchersii,Áncash
Oroya peruviana,Apurímac
Oroya peruviana,Ayacucho
Oroya peruviana,Cusco
Oroya peruviana,Huancavelica
Oroya peruviana,Junín
Oroya peruviana,Lima
Pereskia horrida,Amazonas
Pereskia horrida,Cajamarca
Pereskia horrida,La Libertad
Platyopuntia infesta,Áncash
Praecereus euchlorus,Amazonas
Praecereus euchlorus,Cajamarca
Praecereus euchlorus,San Martín
Pygmaeocereus bieblii,Áncash
Pygmaeocereus bylesianus,Sin_datos
Pygmaeocereus familiaris,Arequipa
Rauhocereus riosaniensis,Cajamarca
Weberbauerocereus churinensis,Lima
Weberbauerocereus cuzcoensis,Apurímac
Weberbauerocereus cuzcoensis,Ayacucho
Weberbauerocereus cuzcoensis,Cusco
Weberbauerocereus cuzcoensis,Huancavelica
Weberbauerocereus johnsonii,Cajamarca
Weberbauerocereus longicomus,Áncash
Weberbauerocereus longicomus,Cajamarca
Weberbauerocereus rauhii,Arequipa
Weberbauerocereus rauhii,Ayacucho
Weberbauerocereus rauhii,Huancavelica
Weberbauerocereus rauhii,Ica
Weberbauerocereus torataensis,Moquegua
Weberbauerocereus weberbaueri,Arequipa
Weberbauerocereus winterianus,La Libertad
x Borzipostoa mirabilis,Lambayeque
x Haagespostoa albisetata,Lima
x Haagespostoa climaxantha,Lima
Calceolaria ajugoides,Arequipa
Calceolaria ajugoides,Ayacucho
Calceolaria angustiflora,Áncash
Calceolaria angustiflora,Arequipa
Calceolaria angustiflora,Cajamarca
Calceolaria angustiflora,La Libertad
Calceolaria angustiflora,Lima
Calceolaria angustiflora,Moquegua
Calceolaria annua,Áncash
Calceolaria annua,Lima
Calceolaria aperta,Áncash
Calceolaria aperta,Lima
Calceolaria aperta,Cajamarca
Calceolaria arbuscula,Amazonas
Calceolaria arbuscula,La Libertad
Calceolaria arbuscula,San Martín
Calceolaria argentea,Cajamarca
Calceolaria argentea,La Libertad
Calceolaria argentea,Piura
Calceolaria atahualpae,Ayacucho
Calceolaria atahualpae,Huancavelica
Calceolaria atahualpae,Junín
Calceolaria aurea,Arequipa
Calceolaria aurea,Cusco
Calceolaria aurea,Moquegua
Calceolaria ballotifolia,Amazonas
Calceolaria ballotifolia,Cajamarca
Calceolaria ballotifolia,La Libertad
Calceolaria barbata,Amazonas
Calceolaria barbata,Cajamarca
Calceolaria bicolor,Áncash
Calceolaria bicolor,Huánuco
Calceolaria bicolor,La Libertad
Calceolaria bicolor,Lima
Calceolaria bicolor,Pasco
Calceolaria bicrenata,Amazonas
Calceolaria bicrenata,Áncash
Calceolaria bicrenata,Cajamarca
Calceolaria bicrenata,Huánuco
Calceolaria bicrenata,Lambayeque
Calceolaria bicrenata,La Libertad
Calceolaria bicrenata,Lima
Calceolaria bicrenata,Pasco
Calceolaria bullata,Piura
Calceolaria caespitosa,La Libertad
Calceolaria cajabambae,Amazonas
Calceolaria cajabambae,Áncash
Calceolaria cajabambae,Cajamarca
Calceolaria cajabambae,Huánuco
Calceolaria cajabambae,La Libertad
Calceolaria cajabambae,Pasco
Calceolaria chaetostemon,Apurímac
Calceolaria chaetostemon,Cusco
Calceolaria comosa,Cajamarca
Calceolaria concava,Amazonas
Calceolaria concava,Cajamarca
Calceolaria connatifolia,Amazonas
Calceolaria connatifolia,Cajamarca
Calceolaria connatifolia,San Martín
Calceolaria cordifolia,Ayacucho
Calceolaria cordifolia,Junín
Calceolaria cordiformis,Cajamarca
Calceolaria cordiformis,Piura
Calceolaria cumbemayensis,Cajamarca
Calceolaria cuneiformis,Áncash
Calceolaria cuneiformis,Huánuco
Calceolaria cuneiformis,Huancavelica
Calceolaria cuneiformis,Junín
Calceolaria cuneiformis,La Libertad
Calceolaria cuneiformis,Lima
Calceolaria cuneiformis,Arequipa
Calceolaria cuneiformis,Ayacucho
Calceolaria deflexa,Áncash
Calceolaria deflexa,Cajamarca
Calceolaria deflexa,Huánuco
Calceolaria deflexa,La Libertad
Calceolaria deflexa,Lima
Calceolaria deflexa,Amazonas
Calceolaria deflexa,Áncash
Calceolaria deflexa,Cajamarca
Calceolaria deflexa,La Libertad
Calceolaria densiflora,Cajamarca
Calceolaria dentifolia,Cajamarca
Calceolaria discotheca,Amazonas
Calceolaria discotheca,Cajamarca
Calceolaria divaricata,Amazonas
Calceolaria divaricata,Cajamarca
Calceolaria divaricata,Piura
Calceolaria divaricata,Tumbes
Calceolaria engleriana,Cusco
Calceolaria ericoides,Amazonas
Calceolaria ericoides,Cajamarca
Calceolaria ericoides,Lambayeque
Calceolaria extensa,Amazonas
Calceolaria flexuosa,Ayacucho
Calceolaria flexuosa,Cusco
Calceolaria flexuosa,Huánuco
Calceolaria flexuosa,Huancavelica
Calceolaria flexuosa,Junín
Calceolaria flexuosa,Lima
Calceolaria gaultherioides,Amazonas
Calceolaria gaultherioides,Cajamarca
Calceolaria glauca,Áncash
Calceolaria glauca,Cajamarca
Calceolaria glauca,Huancavelica
Calceolaria glauca,Lima
Calceolaria glauca,La Libertad
Calceolaria heterophylla,Huánuco
Pombalia calceolaria,Amazonas
Pombalia calceolaria,San Martín
Calceolaria hispida,Amazonas
Calceolaria hispida,Áncash
Calceolaria hispida,Ayacucho
Calceolaria hispida,Cajamarca
Calceolaria hispida,Lima
Calceolaria hispida,La Libertad
Calceolaria hispida,Moquegua
Calceolaria hispida,Amazonas
Calceolaria hispida,Áncash
Calceolaria hispida,Arequipa
Calceolaria hispida,Ayacucho
Calceolaria hispida,Cajamarca
Calceolaria hispida,Lima
Calceolaria hispida,La Libertad
Calceolaria hispida,Piura
Calceolaria inamoena,Arequipa
Calceolaria inamoena,Ayacucho
Calceolaria inaudita,Áncash
Calceolaria incarum,Áncash
Calceolaria incarum,Cajamarca
Calceolaria incarum,Huánuco
Calceolaria incarum,La Libertad
Calceolaria incarum,Lima
Calceolaria incarum,Áncash
Calceolaria incarum,Cajamarca
Calceolaria incarum,La Libertad
Calceolaria incarum,Huánuco
Calceolaria incarum,Lima
Calceolaria inflexa,Huánuco
Calceolaria inflexa,Junín
Calceolaria inflexa,Lima
Calceolaria inflexa,Pasco
Calceolaria inflexa,San Martín
Calceolaria laevis,Áncash
Calceolaria laevis,Cajamarca
Calceolaria laevis,La Libertad
Calceolaria leptantha,Apurímac
Calceolaria leptantha,Cusco
Calceolaria linearis,Áncash
Calceolaria linearis,Huánuco
Calceolaria linearis,La Libertad
Calceolaria linearis,Lima
Calceolaria linearis,Piura
Calceolaria llamaensis,Cajamarca
Calceolaria ludens,Ayacucho
Calceolaria ludens,Junín
Calceolaria luteocalyx,Amazonas
Calceolaria luteocalyx,Cajamarca
Calceolaria maculata,Cajamarca
Calceolaria maculata,Huánuco
Calceolaria melissifolia,Amazonas
Calceolaria melissifolia,Áncash
Calceolaria melissifolia,Cajamarca
Calceolaria melissifolia,Junín
Calceolaria melissifolia,La Libertad
Calceolaria melissifolia,Cajamarca
Calceolaria micans,Cajamarca
Calceolaria micans,La Libertad
Calceolaria moyobambae,Amazonas
Calceolaria myriophylla,Apurímac
Calceolaria myriophylla,Cusco
Calceolaria neglecta,Huancavelica
Calceolaria neglecta,Junín
Calceolaria neglecta,Lima
Calceolaria nivalis,Amazonas
Calceolaria nivalis,Áncash
Calceolaria nivalis,Cajamarca
Calceolaria nivalis,Lambayeque
Calceolaria nivalis,La Libertad
Calceolaria nivalis,Lima
Calceolaria obliqua,Cajamarca
Calceolaria oblonga,Pasco
Calceolaria olivacea,Huánuco
Calceolaria oreophila,Cajamarca
Calceolaria percaespitosa,Cajamarca
Calceolaria phaceliifolia,Áncash
Calceolaria phaceliifolia,Cajamarca
Calceolaria phaceliifolia,Huánuco
Calceolaria phaceliifolia,La Libertad
Calceolaria pilosa,Cajamarca
Calceolaria pinnata,Amazonas
Calceolaria pinnata,Cajamarca
Calceolaria pinnata,La Libertad
Calceolaria pinnata,Lambayeque
Calceolaria pinnata,Piura
Calceolaria pisacomensis,Arequipa
Calceolaria pisacomensis,Moquegua
Calceolaria procera,Cusco
Calceolaria pulverulenta,Áncash
Calceolaria pulverulenta,Lima
Calceolaria pumila,Cajamarca
Calceolaria pumila,La Libertad
Calceolaria pumila,Pasco
Calceolaria punicea,Huánuco
Calceolaria punicea,Junín
Calceolaria ramosa,Ayacucho
Calceolaria ramosa,Huancavelica
Calceolaria ramosa,Junín
Calceolaria rariflora,Junín
Calceolaria reichlinii,Cajamarca
Calceolaria reichlinii,La Libertad
Calceolaria revoluta,Cusco
Calceolaria rhacodes,Arequipa
Calceolaria rhacodes,Ayacucho
Calceolaria rhododendroides,Amazonas
Calceolaria rhododendroides,Cajamarca
Calceolaria rhododendroides,La Libertad
Calceolaria rhododendroides,Piura
Calceolaria rhombifolia,Cajamarca
Calceolaria rhombifolia,Piura
Calceolaria rotundifolia,Piura
Calceolaria rufescens,Amazonas
Calceolaria rupestris,Ayacucho
Calceolaria rupestris,Cusco
Calceolaria rupestris,Huancavelica
Calceolaria rupestris,Junín
Calceolaria rupestris,Lima
Calceolaria salicifolia,Huánuco
Calceolaria salicifolia,Junín
Calceolaria salicifolia,Amazonas
Calceolaria salicifolia,Cajamarca
Calceolaria salicifolia,La Libertad
Calceolaria scabra,Ayacucho
Calceolaria scabra,Cajamarca
Calceolaria scabra,Huancavelica
Calceolaria scabra,Junín
Calceolaria scabra,Lima
Calceolaria sclerophylla,Moquegua
Calceolaria sibthorpioides,Cajamarca
Calceolaria sonchensis,Amazonas
Calceolaria speciosa,Cusco
Calceolaria tetragona,Amazonas
Calceolaria tetragona,Cajamarca
Calceolaria tetragona,La Libertad
Calceolaria tetragona,Cajamarca
Calceolaria tetragona,Junín
Calceolaria tetragona,Piura
Calceolaria tomentosa,Amazonas
Calceolaria tomentosa,Cajamarca
Calceolaria tomentosa,Huánuco
Calceolaria tomentosa,Junín
Calceolaria tomentosa,La Libertad
Calceolaria tomentosa,Pasco
Calceolaria triloba,Áncash
Calceolaria triloba,Cajamarca
Calceolaria triloba,La Libertad
Calceolaria trilobata subsp. aequilateralis,Amazonas
Calceolaria trilobata subsp. aequilateralis,Cajamarca
Calceolaria utricularioides,Amazonas
Calceolaria utricularioides,Áncash
Calceolaria utricularioides,Cajamarca
Calceolaria utricularioides,La Libertad
Calceolaria utricularioides,Lima
Calceolaria utricularioides,Piura
Calceolaria velutinoides,Amazonas
Calceolaria velutinoides,Cajamarca
Calceolaria velutinoides,La Libertad
Calceolaria viscosa,Áncash
Calceolaria viscosa,Huánuco
Calceolaria viscosa,La Libertad
Calceolaria viscosa,Lima
Calceolaria vulpina,Huancavelica
Calceolaria vulpina,Junín
Calceolaria weberbaueriana,Amazonas
Calceolaria weberbaueriana,Áncash
Calceolaria weberbaueriana,Cajamarca
Calceolaria weberbaueriana,La Libertad
Calceolaria weberbaueriana,San Martín
Stemotria triandra,Áncash
Stemotria triandra,Ayacucho
Stemotria triandra,Lima
Centropogon david-smithii,Pasco
Centropogon dianae,Cusco
Centropogon dillonii,Cajamarca
Centropogon eilersii,Cusco
Centropogon featherstonei,Amazonas
Centropogon featherstonei,Cajamarca
Centropogon featherstonei,Huánuco
Centropogon featherstonei,La Libertad
Centropogon featherstonei,Pasco
Centropogon featherstonei,Piura
Centropogon hypotrichus,Huánuco
Centropogon isabellinus,Cusco
Centropogon knoxii,Ayacucho
Centropogon perlongus,Ayacucho
Centropogon perlongus,Cusco
Centropogon reflexus,Huánuco
Centropogon reflexus,Junín
Centropogon sciaphilus,Huánuco
Centropogon sciaphilus,Junín
Centropogon sciaphilus,Loreto
Centropogon sciaphilus,Pasco
Centropogon sciaphilus,San Martín
Centropogon simulans,Cusco
Centropogon varicus,Amazonas
Centropogon vitifolius,Amazonas
Centropogon weberbaueri,Huánuco
Centropogon weberbaueri,La Libertad
Centropogon weberbaueri,San Martín
Lysipomia globularis,Cajamarca
Lysipomia globularis,Huánuco
Siphocampylus actinothrix,Cusco
Siphocampylus arachnes,Huánuco
Siphocampylus arachnes,Huancavelica
Siphocampylus arachnes,Junín
Siphocampylus candollei,Áncash
Siphocampylus candollei,Lima
Siphocampylus comosus,Huánuco
Siphocampylus comosus,Junín
Siphocampylus comosus,Pasco
Siphocampylus cutervensis,Cajamarca
Siphocampylus cutervensis,Piura
Siphocampylus fallax,Piura
Siphocampylus floribundus,Huánuco
Siphocampylus longior,Amazonas
Siphocampylus longior,Cajamarca
Siphocampylus longior,San Martín
Siphocampylus oscitans,Junín
Siphocampylus platysiphon,Cajamarca
Siphocampylus platysiphon,La Libertad
Siphocampylus plegmatocaulis,San Martín
Siphocampylus rictus,Junín
Siphocampylus rosmarinifolius,Junín
Siphocampylus sanchezii,Cajamarca
Siphocampylus spruceanus,San Martín
Siphocampylus weberbaueri,Amazonas
Siphocampylus weberbaueri,Cajamarca
Siphocampylus weberbaueri,La Libertad
Capparidastrum sprucei,San Martín
Cleome mathewsii,Amazonas
Cleoserrata speciosa,Cusco
Cleoserrata speciosa,Huánuco
Cleoserrata speciosa,Loreto
Cleoserrata speciosa,San Martín
Cleoserrata speciosa,Sin_datos
Podandrogyne hispidula,Huánuco
Podandrogyne hispidula,Junín
Podandrogyne hispidula,Cusco
Podandrogyne hispidula,San Martín
Viburnum meiothyrsum,Junín
Viburnum tridentatum,Sin_datos
Viburnum wurdackii,Amazonas
Carica aprica,Cajamarca
Carica aprica,La Libertad
Carica aprica,Piura
Carica augusti,Ayacucho
Lepigonum rupestre,Puno
Alsine weberbaueri,Lima
Minuartia verna,Áncash
Arenaria crassipes,Áncash
Arenaria crassipes,Junín
Arenaria crassipes,Lima
Arenaria engleriana,Junín
Arenaria mattfeldii,Junín
Arenaria nitida,Áncash
Arenaria nitida,Junín
Arenaria nitida,La Libertad
Arenaria nitida,Lima
Arenaria pallens,Junín
Arenaria poeppigiana,Huánuco
Arenaria poeppigiana,Junín
Arenaria poeppigiana,La Libertad
Arenaria poeppigiana,San Martín
Arenaria standleyi,Áncash
Arenaria standleyi,Ayacucho
Arenaria standleyi,Cusco
Cerastium nanum,Áncash
Cerastium nanum,Moquegua
Drymaria auriculipetala,Huánuco
Drymaria divaricata var. divaricata,Lima
Drymaria divaricata var. divergens,Lima
Drymaria divaricata var. reflexiflora,Lima
Drymaria divaricata var. viscidula,Lima
Drymaria engleriana var. engleriana,Áncash
Drymaria fasciculata,Áncash
Drymaria fasciculata,Cusco
Drymaria fasciculata,Lima
Drymaria frutescens,La Libertad
Drymaria glaberrima,Huánuco
Drymaria glaberrima,Lima
Drymaria grandiflora,Cajamarca
Drymaria grandiflora,Huánuco
Drymaria grandiflora,Lima
Drymaria paposana var. serrulata,Arequipa
Drymaria paposana var. serrulata,Moquegua
Drymaria paposana var. weberbaueri,Arequipa
Drymaria paposana var. weberbaueri,Ica
Drymaria paposana var. weberbaueri,Lima
Drymaria praecox,Cusco
Paronychia andina,Áncash
Paronychia andina,Huánuco
Paronychia ellenbergii,Cusco
Paronychia fusciflora,Cajamarca
Paronychia libertadiana,Áncash
Paronychia libertadiana,Cajamarca
Paronychia libertadiana,Lima
Paronychia limaei,Áncash
Paronychia limaei,Lima
Paronychia macbridei,Amazonas
Paronychia macbridei,Áncash
Paronychia macbridei,Cajamarca
Paronychia macbridei,Huánuco
Paronychia macbridei,La Libertad
Paronychia microphylla var. arequepensis,Arequipa
Pycnophyllopsis cryptantha,Áncash
Pycnophyllopsis cryptantha,Junín
Pycnophyllopsis cryptantha,Lima
Polycarpon urbanianum,Áncash
Pycnophyllum aschersonianum,Áncash
Pycnophyllum holleanum,Junín
Pycnophyllum horizontale,Lima
Pycnophyllopsis macrophylla,Áncash
Pycnophyllum peruvianum,Junín
Silene muschleri,Cajamarca
Silene rhizophora,Lima
Silene weberbaueri,Junín
Spergularia collina,Arequipa
Spergularia congestifolia,Arequipa
Stellaria aphananthoidea,Lima
Cecropia albicans,Huánuco
Cecropia albicans,Pasco
Cecropia albicans,San Martín
Cecropia chlorostachya,Amazonas
Cecropia chlorostachya,San Martín
Cecropia dentata,Huánuco
Cecropia tubulosa,Huánuco
Cecropia tubulosa,San Martín
Pourouma herrerensis,Loreto
Pourouma montana,Cajamarca
Monteverdia cuzcoina,Áncash
Monteverdia cuzcoina,Ayacucho
Monteverdia cuzcoina,Cusco
Maytenus durifolia,Cajamarca
Maytenus durifolia,Lambayeque
Maytenus durifolia,La Libertad
Maytenus durifolia,Piura
Maytenus durifolia,Tumbes
Maytenus pavonii,Amazonas
Maytenus pavonii,Piura
Schaefferia serrata,Cajamarca
Schaefferia serrata,Piura
Schaefferia serrata,Tumbes
Atriplex rotundifolia,Arequipa
Atriplex rotundifolia,Cajamarca
Atriplex rotundifolia,La Libertad
Atriplex rotundifolia,Lambayeque
Atriplex rotundifolia,Lima
Hedyosmum peruvianum,Amazonas
Hedyosmum peruvianum,Huánuco
Hedyosmum peruvianum,Junín
Hedyosmum peruvianum,Pasco
Hedyosmum peruvianum,San Martín
Hirtella aramangensis,Amazonas
Hirtella revillae,Loreto
Hirtella standleyi,Loreto
Hirtella subglanduligera,Madre de Dios
Moquilea cecidiophora,Amazonas
Moquilea filomenoi,Pasco
Moquilea filomenoi,San Martín
Hymenopus intrapetiolaris,Loreto
Moquilea klugii,Amazonas
Moquilea klugii,Loreto
Moquilea klugii,San Martín
Licania trigonioides,Loreto
Moquilea vasquezii,Loreto
Clethra retivenia,Amazonas
Clethra retivenia,Cajamarca
Caraipa jaramilloi,Loreto
Caraipa jaramilloi,Madre de Dios
Caraipa jaramilloi,Pasco
Caraipa utilis,Loreto
Clusia cajamarcensis,Cajamarca
Clusia carinata,Amazonas
Clusia carinata,San Martín
Clusia cassinioides,Huánuco
Clusia cassinioides,Junín
Clusia engleriana,Puno
Clusia pseudochina,Huánuco
Clusia sandiensis,Puno
Clusia spruceana,San Martín
Haploclathra cordata,Loreto
Havetiopsis hippocrateoides,Cusco
Havetiopsis hippocrateoides,Loreto
Hypericum callacallanum,Amazonas
Hypericum cassiopiforme,Amazonas
Hypericum recurvum,Amazonas
Hypericum recurvum,Pasco
Hypericum stuebelii,Amazonas
Hypericum stuebelii,San Martín
Hypericum wurdackii,Amazonas
Kielmeyera peruviana,San Martín
Marila nitida,San Martín
Oedematopus congestiflorus,Puno
Tovomita chachapoyasensis,Amazonas
Tovomita microcarpa,Huánuco
Tovomita weberbaueri,Puno
Plowmanianthus perforans,Pasco
Plowmanianthus perforans,San Martín
Plowmanianthus peruvianus,Loreto
Tripogandra ionantha,Puno
Connarus bracteosovillosus,Huánuco
Pseudoconnarus agelaeoides,Loreto
Rourea omissa,San Martín
Rourea omissa,Ucayali
Evolvulus magnus,Cajamarca
Evolvulus piurensis,Piura
Evolvulus weberbaueri,Cajamarca
Evolvulus weberbaueri,Lambayeque
Ipomoea pulcherrima,Apurímac
Ipomoea sawyeri,Puno
Ipomoea wolcottiana,Piura
Ipomoea wolcottiana,Tumbes
Jacquemontia caudata,Cajamarca
Jacquemontia peruviana,Cajamarca
Merremia grandiflora,Lima
Merremia weberbaueri,Huancavelica
Costus asteranthus,Puno
Costus productus var. productus,Cusco
Costus productus var. productus,Junín
Costus productus var. productus,Pasco
Costus productus var. productus,San Martín
Monocostus uniflorus,Loreto
Monocostus uniflorus,San Martín
Echeveria chiclensis var. backebergii,Áncash
Echeveria chiclensis var. backebergii,Lima
Echeveria chiclensis var. backebergii,Pasco
Echeveria chiclensis var. chiclensis,Áncash
Echeveria chiclensis var. chiclensis,Junín
Echeveria chiclensis var. chiclensis,Lima
Echeveria decumbens,Cusco
Echeveria eurychlamys,Áncash
Echeveria eurychlamys,Cajamarca
Echeveria excelsa,Áncash
Echeveria excelsa,Cajamarca
Echeveria excelsa,Lima
Echeveria oreophila,Cajamarca
Echeveria utcubambensis,Amazonas
Echeveria wurdackii,Amazonas
Sedum reniforme,Áncash
Sedum reniforme,Arequipa
Sedum reniforme,Cajamarca
Sedum reniforme,Huánuco
Sedum reniforme,La Libertad
Sedum reniforme,Tacna
Sedum weberbaueri,Amazonas
Villadia andina,Lima
Villadia berillonana,Ayacucho
Villadia dyvrandae,Cajamarca
Villadia dyvrandae,Cusco
Villadia dyvrandae,La Libertad
Villadia dyvrandae,Lima
Villadia grandyi,Amazonas
Villadia incarum,Lima
Apodanthera cinerea,Amazonas
Apodanthera cinerea,San Martín
Apodanthera eriocalyx,Lima
Apodanthera ferreyrana,Cajamarca
Apodanthera ferreyrana,La Libertad
Apodanthera herrerae,Cusco
Apodanthera latipetala,Cusco
Apodanthera mathewsii,Amazonas
